id,aoi,obj_type,name,info,simplified,damage_gra,damage_class,damage_percent,det_method,notation,or_src_id,dmg_src_id,centroid_lat,centroid_lon,google_maps_url
ems_00060,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2524289,-68.84202905,"https://www.google.com/maps/search/?api=1&query=10.2524289,-68.84202905"
ems_00061,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25243222,-68.8422939,"https://www.google.com/maps/search/?api=1&query=10.25243222,-68.8422939"
ems_00062,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25244383,-68.82514687,"https://www.google.com/maps/search/?api=1&query=10.25244383,-68.82514687"
ems_00063,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25246566,-68.84196429,"https://www.google.com/maps/search/?api=1&query=10.25246566,-68.84196429"
ems_00064,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25250631,-68.82521613,"https://www.google.com/maps/search/?api=1&query=10.25250631,-68.82521613"
ems_00065,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25268637,-68.84241626,"https://www.google.com/maps/search/?api=1&query=10.25268637,-68.84241626"
ems_00066,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2533153,-68.8265814,"https://www.google.com/maps/search/?api=1&query=10.2533153,-68.8265814"
ems_00067,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25389386,-68.82665963,"https://www.google.com/maps/search/?api=1&query=10.25389386,-68.82665963"
ems_00068,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.24921535,-68.7757797,"https://www.google.com/maps/search/?api=1&query=10.24921535,-68.7757797"
ems_00069,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2492906,-68.77583905,"https://www.google.com/maps/search/?api=1&query=10.2492906,-68.77583905"
ems_00070,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.249343,-68.7759263,"https://www.google.com/maps/search/?api=1&query=10.249343,-68.7759263"
ems_00071,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.24971283,-68.7783952,"https://www.google.com/maps/search/?api=1&query=10.24971283,-68.7783952"
ems_00072,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.24992387,-68.77818152,"https://www.google.com/maps/search/?api=1&query=10.24992387,-68.77818152"
ems_00073,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2525951,-68.8250994,"https://www.google.com/maps/search/?api=1&query=10.2525951,-68.8250994"
ems_00074,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2536515,-68.8245166,"https://www.google.com/maps/search/?api=1&query=10.2536515,-68.8245166"
ems_00075,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25379928,-68.82455073,"https://www.google.com/maps/search/?api=1&query=10.25379928,-68.82455073"
ems_00076,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2538261,-68.82466041,"https://www.google.com/maps/search/?api=1&query=10.2538261,-68.82466041"
ems_00077,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2575574,-68.80012455,"https://www.google.com/maps/search/?api=1&query=10.2575574,-68.80012455"
ems_00078,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25421475,-68.8277221,"https://www.google.com/maps/search/?api=1&query=10.25421475,-68.8277221"
ems_00079,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25425835,-68.8278109,"https://www.google.com/maps/search/?api=1&query=10.25425835,-68.8278109"
ems_00080,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25427945,-68.82776405,"https://www.google.com/maps/search/?api=1&query=10.25427945,-68.82776405"
ems_00081,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25532588,-68.82654065,"https://www.google.com/maps/search/?api=1&query=10.25532588,-68.82654065"
ems_00082,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2553656,-68.8264768,"https://www.google.com/maps/search/?api=1&query=10.2553656,-68.8264768"
ems_00083,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.2554102,-68.8265921,"https://www.google.com/maps/search/?api=1&query=10.2554102,-68.8265921"
ems_00084,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.255499,-68.82664277,"https://www.google.com/maps/search/?api=1&query=10.255499,-68.82664277"
ems_00085,EMSR884_AOI08_GRA_MONIT01,11-Residential Buildings,Unknown,997-Not Applicable,Residential,Possibly damaged,possibly-damaged,35,Photo-interpretation,Building point,978,5,10.25808425,-68.80010125,"https://www.google.com/maps/search/?api=1&query=10.25808425,-68.80010125"
