checked_at,aoi_id,feature_id,official_ems_damage_gra,official_ems_damage_percent,centroid_lat,centroid_lon,before_chip,after_chip,compare_chip,before_exists,after_exists,compare_exists,before_mean_rgb,after_mean_rgb,before_valid_pixel_ratio,after_valid_pixel_ratio,before_bytes,after_bytes,compare_bytes,automated_verdict,manual_alignment_review_required,vlm_spend_gate
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00002,Damaged,70,10.58730931,-67.07899751,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00002_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00002_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00002_before_after_compare.png,True,True,True,89.455,117.052,1.0,0.994,37622,105144,152376,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00004,Possibly damaged,35,10.59885724,-67.04128707,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00004_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00004_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00004_before_after_compare.png,True,True,True,119.811,117.505,0.9892,0.9866,75264,122553,204963,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00005,Damaged,70,10.60158859,-67.03257018,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00005_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00005_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00005_before_after_compare.png,True,True,True,137.913,166.946,0.9846,0.9846,65368,105757,178196,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00007,Damaged,70,10.60206927,-67.03488734,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00007_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00007_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00007_before_after_compare.png,True,True,True,122.431,114.989,1.0,0.9997,70166,111510,188671,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00011,Damaged,70,10.59664975,-67.02063953,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00011_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00011_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00011_before_after_compare.png,True,True,True,151.096,180.987,0.9908,0.9908,78346,107638,192845,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00012,Damaged,70,10.6004433,-67.0249633,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00012_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00012_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00012_before_after_compare.png,True,True,True,119.733,160.543,0.9869,0.9869,74703,115604,197287,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00013,Damaged,70,10.60165398,-67.02620188,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00013_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00013_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00013_before_after_compare.png,True,True,True,104.352,129.153,1.0,1.0,69613,113086,190279,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00015,Damaged,70,10.6028218,-67.02590651,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00015_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00015_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00015_before_after_compare.png,True,True,True,135.828,158.107,0.9843,0.9843,81665,117130,205088,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00016,Damaged,70,10.60293388,-67.02269238,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00016_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00016_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00016_before_after_compare.png,True,True,True,122.406,125.26,0.9914,0.9913,79895,122523,211023,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00023,Damaged,70,10.60372359,-67.02844867,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00023_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00023_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00023_before_after_compare.png,True,True,True,141.497,170.35,0.9863,0.9863,76772,111671,194989,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
2026-06-30T23:22:52Z,emsr884-aoi12-caraballeda,aoi12_v2_00024,Damaged,70,10.60389257,-67.03400734,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00024_before_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00024_after_event.png,/data/chips/emsr884-aoi12-caraballeda/aoi12_v2_00024_before_after_compare.png,True,True,True,134.254,146.736,0.9882,0.9882,72342,110733,189556,pass_automated_chip_qa_needs_manual_alignment_review,True,do_not_run_vlm_until_manual_alignment_review_passes
